,text,claim,emotion
9681,"2) Furthermore heavy springtime ice forces movement outside the study area because it prevents local access to seal pups. Any movement outside the study area prevents subsequent recapture and can erroneously cause models to assume emigrant bears are dead. That false assumption creates lower survival estimates which then dramatically lower population estimates. Misinterpreting a temporary or permanent exodus away from a stressful local environment was the same critical error that led to bogus extinction claims for the Emperor Penguins . Coincidently one modeler, Hal Caswell, created both models falsely suggesting Emperor Penguins and Polar Bears are both on the verge of extinction.",3_2,neutral
9686,"There has been no appreciable warming since 1998, as can be seen in the official forecast from the Met Office, the United Kingdoms national weather service , which the agency released on Christmas Eve. Presumably, the British governments climate scientists didnt want anyone to notice they had lowered their forecast from previous years, with temperatures in 2020 predicted to be no warmer than they were in the late 1990s. Websites such as Climate Depot and Watts Up With That had long ago reported the same phenomenon, only to be ridiculed by the climate-change establishment. It turns out these climate realists were right all along.",1_4,realization
9689,"Its difficult to claim the recent increases in manmade greenhouse gases are responsible for the warm sea surface temperatures off the New England coast, when the those values were regularly exceeded 70 to 80 years ago.",2_1,neutral
9690,"With increased national Doppler radar coverage, increasing population, and greater attention to tornado reporting, there has been an increase in the number of tornado reports over the past several decades. This can create a misleading appearance of an increasing trend in tornado frequency. To better understand the true variability and trend in tornado frequency in the U.S., the total number of strong to violent tornadoes (EF3 to EF5 category on the Enhanced Fujita scale) can be analyzed. These are the tornadoes that would have likely been reported even during the decades before Doppler radar use became widespread and practices resulted in increasing tornado reports. The bar chart below indicates there has been little trend in the frequency of the strongest tornadoes over the past 55 years.",1_7,realization
9692,Didnt Hansen predict catastrophic sea level rise and increased hurricanes within 20 years in 1988? Doesnt anyone look at his record of prediction? Pushing the scare seems to be the thing.,5_2,curiosity
9696,"Dr. Andrew Shepherd , an IPCC author who works at the Centre for Polar Observation and Modelling, said the UOB study used calculations that appeared to have overlooked shifts in snowfall , noting that the ""new estimates of ice loss computed (from the thinning of the ice) are far too high, because the glaciers in this sector just haven't speeded up that much.""",5_1,neutral
9701,"Despite this, people like Mann continue their climatological malpractice, and are even accorded respect. Such shoddy workmanship in any other field would put the principal into another line of work.",5_2,annoyance
9702,"The IPCC manufactures climate alarm by assuming CO2 controls water vapor to produce a runaway positive feedback system. Physicist Clive Best has posted his new paper showing that water vapor feedback is instead strongly negative, based on both the Faint Sun Paradox and a comparison of 5600 weather stations in the global CRUTEM4 temperature and humidity database. Peer-reviewed publications by Paltridge and others also find water vapor feedback is strongly negative. Without positive water vapor feedback, the IPCC's case for catastrophic man-made climate change collapses.",3_1,neutral
9703,"Given the stability of the climate over the past half billion years, there is little danger that current anthropogenic perturbation of the climate will cause a runaway greenhouse effect. It is likely, therefore, that the IPCCs current estimates of the magnitude of climate feedbacks have been substantially exaggerated.",3_1,realization
9706,"Of course she has no evidence to back up this valueless claim, which comes from the United Nations, but in fact previous centuries have shown considerable mortality from extreme weather events long before carbon dioxide became flavour of the month.",1_7,neutral
9711,"The authors show that ""there is mounting evidence suggesting that the variation in solar activity is a cause for millennial scale climate change,"" which is known to operate independently of the glacial-interglacial cycles that are forced by variations in the Earth's orbit about the Sun. They also review the evidence for two potential mechanisms by which the postulated solar-climate connection may be implemented, making a strong case for the validity of one or both of them. What it means",2_1,neutral
